user_id,user_screen_name,created_at,text,comments,shares,likes
2615417307,凤凰网,03月01日 12:02,【#医院回应强摘7旬老人5个健康器官#】就媒体报道的“术中未发现肿瘤仍切除老人器官”一事，香港大学深圳医院2月29日深夜发布《关于张某华女士医疗事件的情况说明》称，事件发生后，医院对事件进行了全过程复盘和检视，承认诊疗过程存在不足，将持续改进医院管理和诊疗服务流程。法院判决后，医院按照 展开c,421,98,1769
1249424622,但斌,03月01日 12:28,到香港交易所参观，有等值100万的黄金，拎了一下挺沉的。乱世存黄金，但真的要避难的话，恐怕也拿不走太多……,104,113,799
1724170577,香港高Sir高松杰,03月01日 10:57,"我昨天深夜寫的這篇文章已吸引了超過10萬人看，大家多多分享，讓一些反華政客丟臉🤭

香港中通社：【來論】高松傑：反華陣營急了 近99%市民支持基本法第23條立法
O网页链接",8,9,155
6479869715,Kevin在纽约,03月01日 17:05,"「碧桂园遭债权人提起清盘呈请」香港贷款机构永恒信贷向香港高等法院申请关闭碧桂园，以迫使其出售资产，偿还约16亿港元贷款及利息。碧桂园表示，它将“坚决”反对呈请，有关清盘呈请的首次听证会定于5月17日举行。清盘意味着什么，大家都明白。
.",45,29,252
3117030977,摸鱼小涛三,03月01日 17:22,"投票时间
不知不觉攒出了五万经费，下面哪一个推荐！
1️⃣济州岛三天四夜周末游🇰🇷
2️⃣五一东京大阪自由行🇯🇵
3️⃣三月底香港KCON🇭🇰",253,2,496
1654134123,早报网,03月01日 16:31,"【美总领事指香港互联网审查日益收紧 趋向中国大陆化】梅儒瑞星期四（2月29日）接受彭博社上任以来的首次专访时说，香港的网络连接问题和数据安全问题已促使一些美国公司高管在访问香港时，使用一次性手机和笔记本电脑。

他称，香港开始走上试图删除互联网某些内容或屏蔽某些网站的下坡路，一旦开始互 展开c",56,110,262
3763834415,chanchanbabyHK,03月01日 13:31,"某些小黄人的脑子有病，天天幻想别人偷他资料。八达通公司为了方便香港人去内地旅游时乘车方便，开通了全国通，可以乘搭全国交通工具，小黄人又开始编故事了，说这样个人资料又被卖了
还记得黑暴时被曱甴锯掉的智慧灯柱吗？他们说灯柱会偷他们的个人资料",25,6,143
5230132970,盖世英雄玉椒龙,03月01日 13:41,"香港地区一年一度的皮草展外，聚集了几位动保组织Peta的成员，他们把自己关在笼子里，然后抗议皮草。并且表示“为了你们的皮草，小动物就是这样的遭遇”。

大家怎么看

来自X",53,5,134
5874240306,搂着房照睡的香,03月01日 12:05,"香港的房价已经回到2016，深圳中介一片沉寂。
对“永远涨”来说，沉默已是一个时代的进步。点赞吧！👍
#楼市杂谈#",78,44,694
7182737383,葛珮帆Elizabeth_Quat,03月01日 13:27,"【民建聯堅決反對英外相抹黑23條立法】

我們堅決反對英國外相卡梅倫發表的聲明，無理攻擊香港特區政府就《基本法》第23條立法的工作，並認為卡梅倫一方面抹黑香港履行憲制責任，制訂維護國家安全法例，另一方面卻無視英國本身通過極嚴苛的國家安全法，是徹頭徹尾的雙重標準。

這次是卡梅倫自上月公然 展开c",9,1,96
1690464823,沉睡禁书,03月01日 16:53,"路透独家：消息人士称，德意志银行将对中国开发商世茂提起清算诉讼

路透香港3月1日电---德意志银行(DBKGn.DE)两位消息人士称，正准备在香港对中国开发商世茂集团提起清算诉讼，这是一家外国公司在信贷违约增加和中国房地产行业危机加深之际采取的罕见举措。

上述两名知情人士表示，这家德国银行正寻 展开c",6,20,61
1297742162,来自天鹅之城的小团团,03月01日 14:00,"#香港大学深圳医院声明#
香港大学深圳医院针对“强摘器官”的指控做出了详细的声明。从声明中我们可以看到，患者是因为疑似胰腺癌的症状而入院接受治疗。经过检查和手术，确认患者患有胰腺导管内乳头状粘液性肿瘤，这是一种胰腺癌的癌前病变。

虽然医院承认在诊疗过程中存在不足，并已经支付了全额赔 展开c",266,8,34
2012006805,武汉潘唯杰,03月01日 11:33,香港人再也不用被资本家吸血了！大家都能买得起房了！,64,4,85
2632236847,香港文匯網,03月01日 10:38,"【八达通将通全国 内地香港乘车都能用！】

被誉为全球电子货币始祖的香港八达通，即将进一步冲出香港。八达通公司即将推出全国通八达通卡，届时一卡在手便能缴付内地320个城市及香港的公交系统车费，详情最快月内公布。另外，去年12月4日起，香港转数快与泰国PromptPay正式对接，提供跨境二维码支付 展开c",39,3,39
6572654129,香港警察,03月01日 14:25,"【 🕵🏻‍♀️防骗刑警系列 • 反诈骗联合情报中心 】

这一集🕵🏻‍♀️《防骗刑警》，介绍了由警方👮🏻‍♀️👮🏻‍♂️联同金管局🪙和银行业界🏦于2023年11月成立的📍反诈骗联合情报中心，以及这个平台如何有效打击🔨骗案。

一起跟着Madam May来看看👀反诈骗联合情报中 展开c",9,8,59
2132687523,晨心橙意的小坚果,03月01日 12:49,2011.08.17 在香港参观金管局 L晨心橙意的小坚果的微博视频,8,24,187
5703136759,评哥说,03月01日 10:48,"英国要求废除香港基本法第23条，并扬言将插手台海事务，中方回击

据外交部驻香港特派员公署29日消息，英国外相卡梅伦对中国内政事务发声干涉，攻击香港正进行的基本法第23条立法工作。外交部驻港公署发言人对英方言论做出多点驳斥。发言人指出，尽早实现第23条立法将确保香港安全环境，以便香港将主要 展开c",36,7,84
3822594109,香港曾小妹,03月01日 18:00,香港人第一次去盲人按摩，服务好 价钱实惠！ L香港曾小妹的微博视频,5,1,72
1676594793,深圳豪宅顾问罗中易,03月01日 12:41,"香港全面取消印花税，对深圳豪宅的影响还是挺大的，会虹吸深圳的资金进入香港楼市，也会抢走深圳有实力的购房群体。
面对香港突如其来的楼市新政，深圳已经有豪宅区的业主出现了恐慌情绪，最直观的表现便是这两天不少豪宅小区的业主大幅度调价。比如宝能太古城、华润悦府、招商双玺、半岛城邦三期个 展开c",36,10,43
7737164717,雪球蓝山520,03月01日 11:03,"最近香港楼市放出了终极大招，解除了一切限制措施，欢迎全球的人到香港买房。

实际上整个大中华地区的房价标杆，应该是香港，而非北上广深。香港开始玩地产的时候，内地还在玩泥巴。所以香港解除购房限制，对内地所有的城市，都是重重一击。现在香港的租金回报率可以达到4-5%，而内地普遍只有2-3%左右 展开c",20,4,97
6301457111,埋堆堆,03月01日 11:00,#港人北漂图鉴# 主演们的NG花絮大放送！由@陈展鹏煎pang 、@JinnyNg吳若希 饰演的有趣夫妇徐港仁、邝海伦和@Tony洪永城 、@JoeyThye戴祖儀 饰演的搞笑兄妹徐港文、徐宝怡，一家四口齐齐“北漂”，戏里爆梗不断，戏外更是欢乐不停！上电视直接搜索《#香港人在北京#》即可观看港人北漂的追梦之旅~ 展开c,9,111,28
1663937380,财新网,03月01日 11:02,"【专访香港财库局局长许正宇：香港将集中精力拼经济】O专访香港财库局局长许正宇：香港将集中精力拼经济年是聚焦改革的大年，也是香港将按时间表完成《基本法》第二十三条立法之年。香港财经事务及库务局局长许正宇近日接受财新专访时称，深切期待完成立法后，香港就可以集中精力拼经济、谋发展，巩固国际金融中心的地位。

财 展开c",12,3,99
1692451012,一个曾理,03月01日 11:14,在香港的一些瞬间❤️‍🩹 L一个曾理的微博视频,5,1,53
5828016458,董买买,03月01日 11:25,"蔚来NOP+全域领航辅助无限模式，开始小批量推送。

激活无限模式后，全域领航辅助可以在全国范围几乎所有道路使用，有特殊管控措施的极个别道路例外。

这里“全国”的范围是指：中国大陆所有的行政区域、澳门及香港特别行政区、台湾省。

蔚来的泛化又进了一步。今年各家的主题都类似，就是更大范围更 展开c",11,2,41
2130558113,誓要抢包山,03月01日 10:10,"啊这个好重磅！！！！！！！
我最喜欢的编剧马丁·麦克唐纳要到香港国际电影节做展映和大师班！展映片目是《六发弹》《杀手没有假期》《七个神经病》《三块广告牌》《伊尼舍林的女妖》！",6,8,24
2383807032,胶片的味道,03月01日 15:31,"市井香港。

：Patrick Clelland",2,6,34
6442341080,瑞瑞妈的实穿主义,03月01日 15:42,"#瑞瑞妈聊房地产#
2月28日的这个新闻还没来的及和大家分享：全国第一个全面取消对房地产限制的一线城市，没想到竟然是香港……

和内地一样，楼市持续的低迷，让香港政府收入锐减，去年开始，香港就多次给出提振楼市的措施，但二手房价连跌9个月之后，香港政府终于扛不住压力，【一次性取消所有印花税 展开c",4,4,20
1895431523,大公報-大公網,03月01日 10:06,【香港23条立法咨询结束 逾98%支持立法】特区政府于1月30日至2月28日就基本法第23条立法开展公众咨询。保安局发言人表示，截至2月28日晚上11时59分，特区政府在公众咨询期间一共收到13147份意见，当中有12969份支持及提出正面意见，占总数98.64%。特区政府感谢市民踊跃参与公众咨询，并很高兴见到社会 展开c,8,6,22
7312024690,疾风中青勁草,03月01日 14:04,"香港人的适应能力真的比小强都要强！令我不禁想起当年謝霆锋剛出道的一套电影！

#曾经很火但消失了的童年零食#",14,2,48
3972729684,晓磊的基金生活,03月01日 10:04,在香港，也会可以发车的嘛......,13,2,33
7793248800,浙商宏观,03月01日 16:27,浙商宏观建议：中国城市学习香港免除房产交易所有税费！提振实体经济。提振37个房地产相关大产业，和几百个房地产间接关联产业。,2,1,32
5225822288,香港沉默之聲,03月01日 13:29,"2019.3.1，本台总编辑大彬（右一）有幸能与屈颖妍老师同其他挚友共聚，万分感恩！🙏🏻

#正能量##香港是中国的香港##我也支持香港警察# 2香港",5,2,44
7741639976,时代少年团_第八频率,03月01日 11:13,"时代少年团超话💥#时代少年团 珺璟如烨#
自全国占位开始招//募以来，已有长沙、郑州、广州、深圳、重庆等来自全国各地的花花积极参与到本轮占位中，频率非常感谢花花们对团家应//援工作的支持与配合！

除已有占位外，频率在此重点招募江浙沪地区、香港地区、重庆地区的占位，请有条件的花花私 展开c",66,33,491
5653432262,四层奶酥,03月01日 11:27,"📢董思成 WINWIN 不参加30号的KCON❗
买的尽快转退 周知一下❗
#董思成##wayv# #kcon香港#",25,74,517
1867460812,HKIFF香港國際電影節,03月01日 10:00,"【#第四十八届香港国际电影节#】第四十八届香港国际电影节呈献马丁·麦克唐纳大师班暨作品展⁣
⁣
 ⁣
数度问鼎奥斯卡的英国与爱尔兰著名剧作家兼导演 #马丁·麦克唐纳#，将应第四十八届香港国际电影节之邀，带同享誉国际的作品来港，并举行大师班，与香港影迷会面交流。⁣
 ⁣
生于伦敦一个爱尔兰家庭， 展开c",3,15,26
2663559107,香港好去處,03月01日 16:35,香港好去处超话#香港好去处# 南丫岛摄影朋友们可以去去，好山好水好风景 2香港·南丫岛 L香港好去處的微博视频,2,11,20
6345672009,张雅琪不社牛,03月01日 13:48,第一次发现涂完粉底变黑了#化妆##化妆分享##香港职场##令人心动的offer5# L张雅琪不社牛的微博视频,136,72,1559
5393135816,寰亚SYHP,03月01日 10:57,"#新加坡打压亲中商人# 沈颖: 文化认同不等于国民认同、新加坡华人不是“华侨”

新加坡内政部将新加坡亲中商人、香港商会和九龙会的会长陈文平列为受“具政治影响力者”，成为新加坡第一个被列为受外国“具政治影响力者”的人。

对此，新加坡外交部高级政务部长沈颖发表讲话进行阐述，以下是全文。

展开c",343,188,2189
5874077449,馮震宇FFF,03月01日 14:44,2024年香港演出圆满结束，打道回府 2香港·香港文化中心,6,1,32
7726360887,铝宝是小狗,03月01日 10:01,"合影这事之前没都敢告诉男朋友，就在我以为可以完美瞒住的时候，超级戏剧性的，他正好在看我的手机时邮件来了，大大的几个字——“香港站合影”……气氛瞬间就超级尴尬。
我硬编：是同行伙伴的🥺怕他要看我还说同伴太漂亮不许看蠢得要丝他直接起疑！老老实实承认合 展开c",17,转发,251
5872812692,她刊iiiher,03月01日 10:16,"#杨紫琼先锋夫人#

她从马来西亚一路走到奥斯卡的颁奖典礼，极致的信念让她在时代洪流中脱颖而出。

在她还是将将闯入香港电影界时，起初只能扮演一些刻板的角色：温顺且陷入困境的少女，但她的理想角色是英雄。她坚信自己的舞蹈训练会让自己表现出色，她做到了。

从《皇家师姐》这部电影开始，再到好 展开c",298,1073,1464
1082512494,MonkeyWoman港味猴,03月01日 18:00,"【香港老公讲普通话秒变娇羞？普通话挑战，深圳特辑！】
---------
逼香港老公-爱德华，一整天只能说普通话的挑战
第三集来啦！
这一期是之前，和大家说好的【深圳特辑】！
一起逛了整天的【南头古城】，我们真的觉得很好玩
以后会再安排～
晚上去罗湖附近的老街吃火锅串串！
一起gogogo！
爱德华的普 展开c",24,1,79
7302021489,曉華HeraChan,03月01日 12:00,"戴着红宝石工作❤️
你们有没有发现 衣柜的都是黑白灰蓝的衣服
感觉很多女生都不太敢穿这么亮眼的红色穿搭
但是！ 配着有设计的红宝石珠宝
就是有种自然又眼前一亮的感觉
把头发妆容都保持简单
那就是最好的配搭了❤️
#珠宝设计##陈晓华##香港国际珠宝展# 展开c",28,10,136
6247019417,NS新闻速报,03月01日 10:28,"【香港資訊】
拼湊「MAR」和「10」，看起來就像MARIO。「MAR10」（3月10日）是瑪利歐之日！在這個專屬於瑪利歐的日子，將會舉辦一連串的活動",3,10,61
5992834318,容祖儿银河护卫队,03月01日 11:52,"容祖儿超话2024-03-01 第115期《MINGS》封面@容祖儿
...
歷盡千帆歸來仍是少年 JOEY YUNG 容祖兒 @ yungchoyee ｜MING’S 三月號封面人物

容祖兒這個名號，叱吒香港樂壇三十年。1999年，憑出道作〈未知〉奪得四台頒獎禮新人獎，首張專輯創下至今仍未有新人打破的樂壇記錄，在千禧年代和 TWINS 同 展开c",32,70,290
2702287332,金裕贞8,03月01日 13:02,"金裕贞超话🐰#金裕贞#
【图片】20240301 金裕贞✈️香港机场抵达 饭拍预览

ⓒ见水印

————————
📸金裕贞ins ID👉you_r_love
🐰安利指南微博正文
🍊粉丝活动微博正文
🎁蓝光团G 微博正文
🦋贞吧招新微博正文
💗置顶汇总 展开c",32,25,337
5686141647,卢不闹的辣椒园子,03月01日 17:00,"卢静超话
【Meet48 活动群通知】
闹推宝贝们，你去过香港迪士尼吗？
你知道最近迪士尼又上新了什么好产品吗？
不用再看往返机票和酒店啦！
不需要4999香港单人行！只要和大家一起，🫵🏻每日动动手指🫵🏻~参与Meet48活动！💯💯💯
卢不闹女士将倾情为您呈现精彩的迪士尼之旅以及精彩的 展开c",25,4,63
1677960582,优酷电影,03月01日 10:00,#看完还是觉得你最好2又相信爱了# 港式爱情喜剧《还是觉得你最好2》今日发布“我相信你”正片片段，“我不相信婚姻，但我相信你”，Monica和二哥这段对话堪称“恋爱教科书”！#电影还是觉得你最好2恋爱教科书#电影在中国香港上映后不仅拿下春节档票房冠军，内地上映一周后，也凭借丰富情感话题和对婚恋 展开c,18,68,3
1725828472,梁思浩香港,03月01日 13:15,"放假後第一天工作（昨晚）
馬上要進入工作mode
因為三月份，四月份，都有新節目出街
今天不停為新電視節目馬不停蹄開會開會開會
新電視節目見
包你哋有驚喜

#梁思浩##新電視節目##香港首創#",5,2,39
7293813897,通天書生諸葛臥龍,03月01日 15:22,"正所謂，讀萬卷書不如食萬宝路

#香港经典广告#諸葛臥龍反忽小隊超话 L通天書生諸葛臥龍的微博视频",20,2,40
3128947143,靠北台剧,03月01日 16:09,"香港恐怖片《七月返归》超清 粤语中字 已更新

江熚生/白灵/太保 主演
去年香港的票房黑马，力推！！！

#恐怖片##香港电影#",8,6,83
6935399164,BillboardBot,03月01日 15:07,【晴彩视鉴】张敬轩 / 林家谦 / 洪嘉豪 / Tyson Yoshi / 魏浚笙 最新登上 VOGUE 香港版3月号五周年纪念刊封面预告发布，在线观看： LBillboardBot的微博视频,10,20,97
1899941753,林青霞影迷会-爱林泉,03月01日 16:44,"林青霞超话#金圣华#
#人来人往# 港版3月2日将上架天地图书书店，为银白色封面，除了封面由青霞姐设计以外，书中多篇文章提到姐姐。💜💜💜
@香港天地圖書 天地图书和金教授为爱林泉参与购书的朋友们特别准备了签名版，且签名版暂时不会公开售💰卖～友友们有福啦～
祝金教授新书大麦！！！",34,12,63
1744070202,candicandi的Wing珍宝,03月01日 15:16,香港展看了，整个市场都没有几家我们红醋栗这种无烧的品质，或者就是要高一倍的价格,31,2,34
5532750170,地团最岛,03月01日 13:23,"#EXOL的全球热恋#拍摄者：地团最岛 标语：我们五十年一百年后也要相爱！ 拍摄地：中国·香港·尖沙咀
@EXOPlanet_DayBreak",3,转发,64
1870659823,711剧评,03月01日 10:12,"金裕贞超话#金裕贞#
今日份机场图✈️香港
好明媚☀️❤️",12,6,170
1657158467,Timson别天神,03月01日 10:25,"2024.02.29 @梁思浩香港 / 罗芷君 油管频道灵异节目《世界鬼故事·灵异直播》第153集：會員問答大會29｜驚悚的日本之夜｜真實靈異故事｜十點開播｜梁思浩｜世界鬼故事｜通灵之王

❤《世界鬼故事》之「安神外游净化包」欢迎继续预订，购买详情（购买规则有变）：
微博正文

⭐【附加】 展开c",34,29,179
7358608580,晚娱,03月01日 14:00,Angelababy（杨颖）·1989年2月28日出生于上海市（一说为香港华语影视女演员、时尚模特。·气质美女·颜值气质美女完美身材 L晚娱的微博视频,10,10,133
2851966362,讓抱抱爆破了泡泡,03月01日 12:24,"台综《谁来演戏之圆桌对谈》3月演员阵容

3/2 非凡的小人物角色：陈竹昇、谢琼煖

3/16 香港演员新势力：柯炜林、袁澧林",评论,2,29
5182171545,界面新闻,03月01日 10:59,#港交所首位女性CEO上任#【港交所首位女性CEO正式上任，哈佛法学硕士，曾任上市主管】2024年3月1日起，陈翊庭已获委任为香港交易所集团行政总裁及董事会当然成员，为期三年至2027年2月28日。她的报酬待遇包括基本年薪1000万港元，亦合资格收取由薪酬委员会建议并经董事会批准的酌情表现花红及股份奖授 展开c,2,6,16
2868676035,财联社APP,03月01日 10:52,【香港新资本投资者入境计划接受申请】财联社3月1日电，香港“新资本投资者入境计划”今日开始接受申请。合资格申请人须投资最少3000万港元于获许投资资产。获批申请人可携同其受养人(包括其配偶及其18岁以下未婚及受养的子女)来港，一般可获准在港逗留两年，期满后可申请延长逗留期限三年，其后可在每 展开c,评论,12,20
1655498260,香港旅游发展局,03月01日 14:30,"【原来韩剧中的咖啡小屋真的存在】#香港好好食##曾经很火但消失了的童年零食#曾经的Coffeeology以全新名字Caflex回到铜锣湾啦简洁的水泥工业装修拉满了韩风，给人带来更韩的“叹咖”体验~☕️店内最出圈莫过于口感绵密的抹茶芝士蛋糕，入口浓郁香滑，有种慕斯的质感~为了它，完全可冲！

Caf 展开c",2,9,27
1403815095,邓浩志,03月01日 14:45,"【内地买家开始进入香港楼市】全面“撤辣”后，由于买家可节省大笔税项开支，加上香港特区政府大力抢人才，吸引非香港本地买家及投资者重投香港楼市。
政策出来当日，龙湖在香港的高端项目“龙湖尚·珒溋”成交2套，近1亿元。一台客户是内地买家，直接享受到政策利好；另外一位是香港永居买家，担心新政 展开c",7,转发,8
1929876415,摄影师Aaronsky,03月01日 17:15,"虽然连续两天港迪暴走让我左脚踝罢工了，但其实还真的挺开心的。香港迪士尼面积不到上海迪士尼1/3，所有项目距离都挺适中，不至于要走很远才能到下一个项目，真的非常节约体力，而且我初二初三去排队项目最长的这就60分钟，比起上海迪士尼各种120分钟的队伍真的有好太多了。
PS：带着X100VI去迪士尼玩 展开c",3,2,11
1685715705,长江云新闻,03月01日 13:58,#医院称强摘患者5个健康器官不实#【“术中未发现肿瘤仍切除老人器官”被判全责，港大深圳医院回应】#医院回应术中未发现肿瘤仍切除器官# 据中国青年报青蜂侠3月1日报道，就媒体报道的“术中未发现肿瘤仍切除老人器官”一事，香港大学深圳医院2月29日深夜发布《关于张某华女士医疗事件的情况说明》称， 展开c,3,4,20
5978704223,事儿哥几套房,03月01日 15:49,50城市2023年租售比数据。银川这租售比牛B，超过香港了都。,1,8,20
7739029497,中国军号,03月01日 16:10,"【外交部：#敦促美方立即停止插手香港事务#】3月1日，外交部发言人毛宁主持例行记者会。有记者问，美国国务院发言人发表声明称，密切关注香港基本法第23条立法对在港经营的美国公民、投资、企业的影响。请问外交部有何回应？

对此，毛宁表示，中方对美方有关声明表示强烈不满和坚决反对。毛宁指出，香 展开c",2,5,20
1878357737,香港航空,03月01日 15:35,"香港机场天际走廊下的我
真帅
图源：@水淹屁狐狸",2,2,15
